data	label
@USER @USER Max is the boss. The conservatives shouldn’t have made such a weak dud as their leader this wouldn’t have happened. Scheer tries to cater to the left wing crazies. He should be all in on freedom of speech but he coward on that. He takes the same positions as Trudeau on NAFTA	OFF
@USER @USER Anyone rating 100 RIfles as better than Deliverance doesn't deserve the right to be read.	NOT
@USER @USER Liberals should just be banished from the United States &amp; dropped in the middle east.	NOT
@USER @USER @USER @USER @USER @USER TRUE JUSTICE IS COMING SOON! URL MAGA OUR JUSTICE.	NOT
.. you know.. Mami TJHAN always has this scary and creepy flirty gaze when she is around me or.. Miu..	NOT
@USER @USER Mmm you are so hot	OFF
@USER Behold all the conservatives who deliberately ignore the fact that the OK gesture USED TO BE benign but now is co-opted by racists to signal they're down with white supremacy. Much like swastikas were benign in Asian countries (&amp; still are) but were co-opted &amp; ruined by Nazis.	OFF
@USER @USER What happened to your last guess Kevin Hassert?  Huntsman has already denied it. So you are calling him a liar.	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Followed All #Fantastic #MAGA #Patriots ❣ Look forward to you following back. Thank you  &amp; have a wonderful day 🇺🇸🙏💕	NOT
"@USER She was drunk, this rape is her fault.""  ""He was drunk, this rape isn't his fault.  Said no one, except the crying liberals making more stuff up. You guys are laughable."""	NOT
@USER He is the worst and creepy too	NOT
@USER @USER Liberals act out of emotion. Not understanding the law. Then they go around condemning every1 who does not agree with their completely fucked rational. “Nobody believed women for 250 years. So let’s believe all women! Oh and screw the legal system! Men are pigs. He’s guilty!” Smh	OFF
@USER @USER I hope there is a way to watch it on TV.  Ted spanking liberals is always enjoyable.	NOT
@USER The people of PR tried telling us this last year but you were too busy bashing trump with mayor Cruz.   To you people 3000 peoples lives were worth it to try to make Trump look bad.  You are all a disgrace!	OFF
@USER Shocking.  Consider most of the country wants smart gun control. Not the Wild Wild West like you espouse.	OFF
@USER He is about as useless as a tit on a hog just saying 😎	OFF
@USER @USER @USER If liberals are against Kavanaugh then he's the best man for the job.	NOT
@USER Hey genius Hitler was dead two years before Trump was born.	NOT
@USER I love that feeling that u get from going from Blues to purples. The discovery of new sexy loot!	OFF
@USER @USER @USER She is a terrible person.	OFF
@USER @USER @USER @USER @USER @USER @USER I cited the Constitution. That’s not good enough for you?	NOT
@USER I am not an anime fan by any means but I do like her. She is a cutie	NOT
@USER Don’t worry your time will come play hard and listen the coach Frost he is a winner a championship coach🏈	NOT
@USER Yet you guys spent the best part of 5 years speculating Obamas birth. Hypocrisy is the trademark of conservatives it seems.	NOT
@USER @USER Who are you to judge a man. Is your name Jesus? Why fuss about the words he chose? How many did your Messiah @USER bring home. Stop being a troll and wake up. #MAGA #Qanon #WWG1WGA #Trump #TrustThePlan URL	OFF
@USER Meh @USER should be asking @USER @USER and @USER about their blatant disregard for truth in the gun control discussion now present in the country - this is why criminals have no fear. Government misdirection! URL	OFF
@USER @USER She is a Republican. Do you actually expect any different. And as far as her calling the opposition money a bribe she should be used to that by now bribes that is	OFF
Mark Judge doesn't want to lie for KAVANAUGH. #MAGA @USER URL	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER What if you wanting gun control offended me? Should you be fined?	NOT
@USER @USER Stop wasting your time and breath with @USER He is a complete waste of space. Why not speak with the Few decent folks on Fox like Baer or Shep ?	NOT
@USER goodluck! you are my bet ! #Emmys	NOT
@USER While for Republicans there's no difference in % of AGW belief between PhDs and college freshmen because conservatives are more open-minded people who are able to question consensus; plus tend to get degrees in more practical fields like eng. instead of airy fairy artsy BS.	NOT
@USER That's cause she's got (head wave) at least 50 or so pounds and a couple inches or feet on her so it's okay. Not to mention Miley doesnt look the fighting type. (IDK if she is or not)	NOT
@USER What do you mean how Chelsea have kept Hazard? He is bloody one of Chelsea key player and best in the world right now. And one big club in Europe. What do you want more?	NOT
@USER I believe that Serena would not cheat. Yet even her manager has admitted to breaking the rules. This was not her finest hour. First a temper tantrum then calling the umpire a thief. That crossed the line. She is the one that should apologize.	NOT
"@USER Isn't this bodyshaming""?  Good to see the feminists and liberals have no issue with bodyshaming, as long as it's directed towards a man."""	NOT
@USER Funny how he believes ANTIFA is a thing but calls himself Reality Checks. 🙄	NOT
@USER @USER @USER Sorry fella but Connelly thought he was Hollywood #CraigKardashian	NOT
@USER Aw what? That's devastating.  Hope you are ok.   I love you Biter	NOT
@USER @USER Because he is a liberal.	NOT
@USER swear niggas make me wanna turn this phone off	OFF
I did not know this.  Great job #california !  #MAGA URL	NOT
@USER Star tv	OFF
@USER @USER of course you're anti-American and you won't leave.  You'll stay here because as an Antifa coward you can talk your nonsense with no fear of governmental reprisal.  You haven't left yet and you never will.	NOT
@USER If they picked a more suitable song it would be great	NOT
It is the consensus of the Republican Party that sexually assaulting a 15-year-old girl should not disqualify a judge from sitting on the highest court in the land and making life-or-death decisions about women's health.   #MAGA	OFF
@USER @USER @USER She is laughing the most. URL	NOT
@USER @USER needs serious psychiatric help. This guy is an anger management bi polar psych 101 case study. URL	OFF
@USER why do conservatives not understand grammar	NOT
@USER @USER Liberals get the best of both worlds:  a new slave class that will need their government programs and that will turn And vote for them.  Most importantly they get to feel good about themselves	NOT
#Democrats ask yourself is your party fighting for you or to keep their leader's power? The party leaders only care about you as a vote not as a person. #Conservatives elect people to represent us  and if they don't we elect someone else. #walkaway. @USER take note.	NOT
"@USER @USER THERE ARE MORE JOBS AVAILABLE THAN PEOPLE TO FILL THEM"". Said by you, NEVER. #YouFailed #Trump2020 #MAGA #MakeAmericanGreatAgain #OpportunityKnocks"""	NOT
@USER @USER I am upset. You know why because I remember following you based on the content of your post. I followed you around the 2016 election. You and many others lkke me were fighting for Hillary against real sexism and stupidity. All I asked was why do liberals attack other liberals URL	NOT
@USER @USER You are right free speech is one thing that makes this country great. Another is the very flag that is a symbol that gives us that right.	NOT
@USER Hana &amp; Hina After School. It’s an LGBT love story and I got it for my best friend and read half and the next day went back to the comic con and bought myself the series 😂	NOT
@USER @USER You are way off	NOT
@USER @USER Access to Healthcare Improved Infrastructure Green Jobs Less Pollution and poison in waterways Civil Rights Gun Control Birth Control  Sounds like a pretty great plan to ME!	NOT
@USER She is a goddess	NOT
@USER @USER @USER @USER I’m just saying he’s not playing like how he should be for the amount he’s getting paid I’m sorry to let you down. URL	NOT
@USER @USER @USER @USER Tweet is directed at him.  I can care less about whatever it is he is blathering about.	OFF
Anyone surprised? @USER  #CloserNation  #MAGA #QAnon URL	OFF
@USER @USER Maybe he can help the liberals with TDS.	NOT
@USER @USER Lmao please show me the proof of all you state. Not what I said on CNN. Facts just the facts. Like I said funny all this pops up when all the other stunts didn’t stop the vote. If she is serious she can recall the house how she got there and all the important info. Not that it	NOT
@USER @USER Oh you are in England?  Your views on gun control stopped mattering in 1776.	OFF
"@USER @USER @USER @USER The rules today were put in place to prevent players acting like those bad boys"" of the past. She is a professional, she knew that her coach broke the rules, he admitted as much. Saying others don't or didn't get called is no defence. She was only fighting to be above the law."""	NOT
@USER Absolutely. We conservatives have another strong lady to lead our country 2019.	NOT
@USER The interview is an important part of the hiring process. And selling yourself may not come naturally. Let's make sure you're fully prepared: URL ^TN	NOT
"@USER @USER @USER @USER Um, no? Saying that Labour is the party of hatred"" implies they are the most hateful party, and therefore The Conservatives are less hateful.  Whilst the claim about the Tories can be disputed, it's not whataboutery."""	OFF
#paytoplay Her Gofundme is over $200K Liberals are society’s bottom feeders. #freakyford URL	OFF
@USER @USER @USER @USER @USER @USER But everyone arguing for gun control always points to Australia and the EU for examples?	NOT
@USER You will not win. Texas doesn’t need a liberal. Everything liberals touch turns to crap!!	OFF
@USER @USER Thank you!	NOT
